Date,Open,High,Low,Close,Adj Close,Volume
2011-07-19,7.080000,7.080000,6.790000,7.010000,6.608617,9755200
2011-07-20,7.120000,7.140000,6.860000,6.900000,6.504916,5444800
2011-07-21,6.870000,7.010000,6.650000,6.900000,6.504916,7881300
2011-07-22,7.000000,7.000000,6.690000,6.800000,6.410642,6769300
2011-07-25,6.710000,6.760000,6.430000,6.500000,6.127820,6573000
2011-07-26,6.480000,6.560000,6.350000,6.390000,6.024120,8443700
2011-07-27,6.340000,6.440000,6.110000,6.180000,5.826143,11153500
2011-07-28,6.180000,6.300000,5.970000,5.980000,5.637593,7087600
2011-07-29,5.920000,6.290000,5.770000,6.240000,5.882706,10494200
2011-08-01,6.400000,6.430000,5.900000,5.960000,5.618740,7793200
2011-08-02,5.900000,5.940000,5.510000,5.520000,5.203932,10722500
2011-08-03,5.630000,6.100000,5.270000,5.900000,5.562176,19385900
2011-08-04,5.820000,5.930000,5.550000,5.630000,5.307635,11835800
2011-08-05,5.740000,5.810000,5.250000,5.520000,5.203932,8658300
2011-08-08,5.130000,5.440000,4.950000,4.970000,4.685425,14652400
2011-08-09,5.130000,5.800000,5.110000,5.790000,5.458474,9635500
2011-08-10,5.690000,5.780000,5.300000,5.320000,5.015384,9670700
2011-08-11,5.450000,5.560000,5.250000,5.480000,5.166223,11562200
2011-08-12,5.580000,5.720000,5.350000,5.530000,5.213360,7072500
2011-08-15,5.570000,6.140000,5.550000,5.880000,5.543320,8864400
2011-08-16,5.750000,6.100000,5.730000,5.970000,5.628166,6967400
2011-08-17,5.990000,6.000000,5.520000,5.690000,5.364199,9433700
2011-08-18,5.410000,5.470000,5.200000,5.350000,5.043666,6220800
2011-08-19,5.250000,5.580000,5.110000,5.140000,4.845690,7474400
2011-08-22,5.360000,5.420000,5.100000,5.110000,4.817409,5917600
2011-08-23,5.280000,5.360000,5.160000,5.330000,5.024812,6847100
2011-08-24,5.330000,5.430000,5.160000,5.300000,4.996530,4539100
2011-08-25,5.330000,5.390000,5.050000,5.080000,4.789127,6871100
2011-08-26,5.050000,5.260000,5.000000,5.260000,4.958819,4819200
2011-08-29,5.330000,5.630000,5.330000,5.550000,5.232215,5757000
2011-08-30,5.490000,5.630000,5.400000,5.520000,5.203932,6288400
2011-08-31,5.590000,5.730000,5.540000,5.590000,5.269925,5172500
2011-09-01,5.540000,5.630000,5.280000,5.290000,4.987101,6677100
2011-09-02,5.140000,5.340000,5.120000,5.220000,4.921110,5097500
2011-09-06,5.080000,5.180000,5.000000,5.040000,4.751416,5262600
2011-09-07,5.180000,5.230000,5.130000,5.210000,4.911683,4519100
2011-09-08,5.170000,5.300000,5.110000,5.140000,4.845690,4435900
2011-09-09,5.090000,5.230000,4.960000,5.020000,4.732562,6297900
2011-09-12,4.950000,5.070000,4.680000,4.850000,4.572297,8533800
2011-09-13,4.900000,5.880000,4.730000,5.640000,5.317062,24655700
2011-09-14,5.700000,5.920000,5.520000,5.740000,5.411335,11585200
2011-09-15,5.850000,5.960000,5.660000,5.860000,5.524466,7429900
2011-09-16,5.910000,5.950000,5.760000,5.910000,5.571603,4586600
2011-09-19,5.770000,5.900000,5.720000,5.800000,5.467900,4149000
2011-09-20,5.880000,6.120000,5.770000,5.970000,5.628166,6913600
2011-09-21,5.940000,6.080000,5.810000,5.850000,5.515037,9122200
2011-09-22,5.720000,5.890000,5.640000,5.730000,5.401907,15729600
2011-09-23,5.680000,6.190000,5.670000,6.130000,5.779006,8256000
2011-09-26,6.260000,6.450000,6.110000,6.430000,6.061827,7554200
2011-09-27,6.570000,6.570000,6.060000,6.110000,5.760151,7917800
2011-09-28,6.110000,6.240000,6.060000,6.120000,5.769578,6625300
2011-09-29,6.280000,6.280000,5.990000,6.100000,5.750724,5039900
2011-09-30,5.960000,5.980000,5.470000,5.500000,5.185078,8429500
2011-10-03,5.440000,5.590000,4.530000,4.630000,4.364893,13467600
2011-10-04,4.610000,5.010000,4.590000,5.000000,4.713707,8995900
2011-10-05,4.970000,5.230000,4.950000,5.170000,4.873973,7358100
2011-10-06,5.180000,5.380000,5.060000,5.350000,5.043666,5228300
2011-10-07,5.420000,5.500000,5.170000,5.210000,4.911683,6088300
2011-10-10,5.390000,5.400000,5.220000,5.330000,5.024812,4401200
2011-10-11,5.290000,5.930000,5.280000,5.840000,5.505610,7072000
2011-10-12,5.910000,6.440000,5.820000,6.230000,5.873280,9014300
2011-10-13,6.160000,6.360000,5.920000,6.300000,5.939271,6077700
2011-10-14,6.480000,6.480000,6.000000,6.040000,5.694158,6443400
2011-10-17,6.020000,6.140000,5.710000,5.850000,5.515037,6601800
2011-10-18,5.810000,6.160000,5.810000,6.020000,5.675303,4921100
2011-10-19,6.020000,6.070000,5.700000,5.760000,5.430190,7317400
2011-10-20,5.800000,6.040000,5.680000,6.010000,5.665875,4805100
2011-10-21,6.100000,6.100000,5.740000,5.870000,5.533893,4973100
2011-10-24,5.800000,6.130000,5.780000,5.950000,5.609312,5337800
2011-10-25,5.870000,5.870000,5.590000,5.600000,5.279352,6475900
2011-10-26,5.740000,5.780000,5.590000,5.660000,5.335917,4919000
2011-10-27,5.930000,6.050000,5.650000,5.830000,5.496183,9171500
2011-10-28,5.800000,6.080000,5.800000,5.940000,5.599884,4626200
2011-10-31,5.870000,5.900000,5.740000,5.770000,5.439617,4346100
2011-11-01,5.570000,5.730000,5.480000,5.500000,5.185078,5666800
2011-11-02,5.620000,5.660000,5.230000,5.280000,4.977675,7873300
2011-11-03,5.400000,5.620000,5.090000,5.610000,5.288780,8596300
2011-11-04,5.490000,5.570000,5.360000,5.500000,5.185078,6493300
2011-11-07,5.500000,5.550000,5.320000,5.390000,5.081377,3927300
2011-11-08,5.440000,5.440000,5.200000,5.210000,4.911683,6410800
2011-11-09,5.070000,5.140000,5.010000,5.050000,4.760843,4424000
2011-11-10,5.100000,5.130000,4.750000,4.850000,4.572297,7302900
2011-11-11,4.910000,5.100000,4.870000,5.010000,4.723134,5658900
2011-11-14,5.030000,5.200000,4.940000,4.980000,4.694852,4837900
2011-11-15,4.950000,4.990000,4.700000,4.780000,4.506304,6474000
2011-11-16,4.750000,4.750000,4.500000,4.500000,4.242336,6801000
2011-11-17,4.530000,4.590000,4.370000,4.400000,4.148063,7087200
2011-11-18,4.410000,4.470000,4.320000,4.420000,4.166917,4247700
2011-11-21,4.330000,4.370000,4.020000,4.250000,4.006650,5720800
2011-11-22,4.250000,4.280000,4.010000,4.050000,3.818104,6135100
2011-11-23,4.020000,4.060000,3.960000,4.000000,3.770966,4176800
2011-11-25,3.990000,4.190000,3.980000,4.020000,3.789821,3683800
2011-11-28,4.210000,4.400000,4.160000,4.270000,4.025506,4311400
2011-11-29,4.360000,4.880000,4.330000,4.460000,4.204627,13151600
2011-11-30,4.640000,4.720000,4.320000,4.720000,4.449739,9312400
2011-12-01,4.900000,5.250000,4.820000,4.940000,4.657143,11537400
2011-12-02,5.000000,5.100000,4.830000,4.840000,4.562870,6178600
2011-12-05,5.010000,5.210000,4.970000,5.120000,4.826837,7086700
2011-12-06,5.090000,5.280000,5.010000,5.250000,4.949393,7783400
2011-12-07,5.250000,5.660000,5.190000,5.590000,5.269925,10016700
2011-12-08,5.490000,5.500000,5.270000,5.340000,5.034239,6581700
2011-12-09,5.370000,5.680000,5.370000,5.620000,5.298207,6149000
2011-12-12,5.460000,5.810000,5.430000,5.630000,5.307635,6370200
2011-12-13,5.660000,5.700000,5.140000,5.190000,4.892828,8482100
2011-12-14,5.310000,5.640000,5.250000,5.590000,5.269925,8737700
2011-12-15,5.640000,5.770000,5.590000,5.710000,5.383055,4680400
2011-12-16,5.770000,6.210000,5.740000,6.180000,5.826143,16331800
2011-12-19,6.180000,6.230000,5.760000,5.830000,5.496183,5729600
2011-12-20,5.980000,6.000000,5.890000,5.940000,5.599884,7030900
2011-12-21,5.880000,6.090000,5.710000,5.770000,5.439617,8144900
2011-12-22,5.830000,5.860000,5.620000,5.700000,5.373626,5300600
2011-12-23,5.700000,5.720000,5.420000,5.620000,5.298207,4990700
2011-12-27,5.560000,5.690000,5.380000,5.400000,5.090804,3968800
2011-12-28,5.470000,5.470000,5.110000,5.190000,4.892828,6446000
2011-12-29,5.220000,5.280000,5.170000,5.230000,4.930539,3537100
2011-12-30,5.190000,5.230000,5.050000,5.070000,4.779699,5496300
2012-01-03,5.200000,5.220000,5.070000,5.120000,4.826837,6105900
2012-01-04,5.090000,5.180000,4.970000,5.030000,4.741990,5268700
2012-01-05,5.150000,5.480000,5.070000,5.470000,5.156795,8216100
2012-01-06,5.440000,5.670000,5.400000,5.600000,5.279352,8323000
2012-01-09,5.560000,5.800000,5.550000,5.720000,5.392481,8029900
2012-01-10,5.810000,5.810000,5.610000,5.720000,5.392481,6086500
2012-01-11,5.690000,5.940000,5.670000,5.910000,5.571603,6434400
2012-01-12,5.900000,6.100000,5.730000,6.050000,5.703586,16413400
2012-01-13,5.960000,6.200000,5.910000,5.970000,5.628166,6242000
2012-01-17,6.010000,6.020000,5.850000,5.880000,5.543320,3941400
2012-01-18,5.860000,6.220000,5.810000,6.040000,5.694158,4910900
2012-01-19,6.060000,6.300000,6.030000,6.260000,5.901563,4455600
2012-01-20,6.240000,6.570000,6.200000,6.370000,6.005263,9818500
2012-01-23,6.430000,6.490000,6.200000,6.260000,5.901563,4500300
2012-01-24,6.210000,6.530000,6.110000,6.410000,6.042972,5945700
2012-01-25,7.000000,7.940000,6.890000,7.520000,7.089417,31771200
2012-01-26,7.780000,8.270000,7.650000,7.850000,7.400520,17160200
2012-01-27,7.800000,8.270000,7.760000,8.180000,7.711625,10372800
2012-01-30,8.520000,8.790000,8.310000,8.520000,8.032156,12675100
2012-01-31,8.460000,8.500000,8.100000,8.440000,7.956737,8566500
2012-02-01,8.470000,8.950000,8.350000,8.900000,8.390399,10240100
2012-02-02,8.970000,9.250000,8.840000,9.120000,8.597802,9256500
2012-02-03,9.350000,9.910000,9.320000,9.640000,9.088029,14608000
2012-02-06,9.610000,9.620000,9.050000,9.150000,8.626084,8942800
2012-02-07,9.160000,9.370000,8.940000,9.240000,8.710930,5481200
2012-02-08,9.240000,9.260000,8.780000,9.100000,8.578948,6540500
2012-02-09,9.150000,9.150000,8.600000,8.960000,8.446965,11884400
2012-02-10,8.840000,9.080000,8.750000,8.850000,8.343264,8493600
2012-02-13,8.980000,9.230000,8.980000,9.180000,8.654366,7812300
2012-02-14,9.080000,9.250000,8.890000,9.000000,8.484673,7077500
2012-02-15,9.050000,9.190000,8.850000,8.890000,8.380970,5205200
2012-02-16,8.850000,9.160000,8.680000,9.100000,8.578948,6667600
2012-02-17,9.120000,9.220000,8.850000,8.900000,8.390399,4650500
2012-02-21,8.870000,8.890000,7.770000,7.890000,7.438230,15334800
2012-02-22,7.900000,8.080000,7.690000,7.700000,7.259109,5383700
2012-02-23,7.730000,7.770000,7.220000,7.260000,6.844303,12913600
2012-02-24,7.220000,7.400000,6.970000,6.990000,6.589763,8365000
2012-02-27,7.070000,7.140000,6.900000,7.000000,6.599190,8458200
2012-02-28,7.030000,7.460000,7.000000,7.410000,6.985714,12759000
2012-02-29,7.310000,7.620000,7.270000,7.410000,6.985714,10447500
2012-03-01,7.450000,7.600000,7.280000,7.410000,6.985714,7718600
2012-03-02,7.450000,7.830000,7.390000,7.630000,7.193117,7752700
2012-03-05,7.390000,7.390000,6.960000,6.990000,6.589763,15562100
2012-03-06,6.920000,7.250000,6.850000,6.880000,6.486061,7993300
2012-03-07,6.960000,7.080000,6.850000,6.910000,6.514344,5773500
2012-03-08,6.880000,7.060000,6.830000,6.960000,6.561481,5180700
2012-03-09,6.950000,7.040000,6.890000,7.030000,6.627473,4508100
2012-03-12,7.000000,7.120000,6.870000,6.890000,6.495489,5282400
2012-03-13,7.000000,7.100000,6.850000,6.960000,6.561481,5909600
2012-03-14,6.950000,7.100000,6.780000,7.090000,6.684037,6384900
2012-03-15,7.070000,7.740000,7.060000,7.580000,7.145980,13550500
2012-03-16,7.640000,7.670000,7.100000,7.150000,6.740602,6904300
2012-03-19,7.110000,7.290000,7.050000,7.190000,6.778313,4288800
2012-03-20,7.220000,7.770000,7.190000,7.680000,7.240254,9516200
2012-03-21,7.660000,7.800000,7.500000,7.630000,7.193117,6737500
2012-03-22,7.580000,7.790000,7.280000,7.330000,6.910295,6687200
2012-03-23,7.400000,7.580000,7.230000,7.550000,7.117699,4937700
2012-03-26,7.630000,7.750000,7.420000,7.730000,7.287393,6153700
2012-03-27,7.730000,7.830000,7.530000,7.560000,7.127124,4731600
2012-03-28,7.620000,7.970000,7.620000,7.790000,7.343956,8890700
2012-03-29,7.720000,7.950000,7.500000,7.890000,7.438230,6150300
2012-03-30,7.910000,7.910000,7.560000,7.590000,7.155407,6739200
2012-04-02,7.590000,7.710000,7.410000,7.470000,7.042280,7355100
2012-04-03,7.490000,7.780000,7.480000,7.740000,7.296818,6951000
2012-04-04,7.880000,7.970000,7.810000,7.860000,7.409948,8786400
2012-04-05,7.840000,8.040000,7.740000,7.780000,7.334528,4947900
2012-04-09,7.750000,7.840000,7.630000,7.750000,7.306247,4174400
2012-04-10,7.750000,7.890000,7.450000,7.470000,7.042280,7584100
2012-04-11,7.580000,7.780000,7.540000,7.620000,7.183691,5319100
2012-04-12,7.650000,7.940000,7.640000,7.890000,7.438230,5342300
2012-04-13,7.820000,7.860000,7.700000,7.840000,7.391092,4650000
2012-04-16,7.860000,8.170000,7.850000,8.130000,7.664488,7014600
2012-04-17,8.170000,8.250000,8.040000,8.180000,7.711625,4940500
2012-04-18,8.120000,8.350000,8.100000,8.200000,7.730479,4646400
2012-04-19,8.170000,9.740000,8.170000,9.510000,8.965474,31291800
2012-04-20,9.770000,9.770000,9.090000,9.340000,8.805207,16056100
2012-04-23,9.150000,9.390000,8.950000,9.030000,8.512956,8484300
2012-04-24,9.060000,9.520000,9.060000,9.310000,8.776924,9734800
2012-04-25,9.630000,9.790000,8.990000,9.600000,9.050317,14248900
2012-04-26,9.530000,10.050000,9.420000,9.800000,9.238865,10556800
2012-04-27,9.840000,10.440000,9.640000,10.310000,9.719666,12075900
2012-04-30,10.270000,10.380000,10.190000,10.260000,9.672527,8214700
2012-05-01,10.280000,10.500000,10.140000,10.160000,9.578254,7059400
2012-05-02,10.150000,10.380000,10.060000,10.260000,9.672527,4192500
2012-05-03,10.350000,10.750000,10.210000,10.710000,10.096761,11508500
2012-05-04,10.730000,10.940000,10.650000,10.700000,10.087333,8816800
2012-05-07,10.650000,11.130000,10.650000,11.100000,10.464431,6200000
2012-05-08,11.000000,11.210000,10.950000,11.020000,10.389011,7000900
2012-05-09,10.900000,10.960000,10.570000,10.790000,10.172181,6549600
2012-05-10,10.920000,11.000000,10.720000,10.930000,10.304166,5759600
2012-05-11,10.820000,11.470000,10.810000,11.320000,10.671834,8392100
2012-05-14,11.440000,11.730000,11.240000,11.240000,10.596415,7571500
2012-05-15,11.230000,11.300000,10.900000,11.130000,10.492714,7714900
2012-05-16,11.120000,11.590000,11.120000,11.130000,10.492714,7514900
2012-05-17,11.220000,11.260000,10.040000,10.190000,9.606536,15646000
2012-05-18,10.230000,10.400000,9.650000,10.060000,9.483979,10813400
2012-05-21,10.070000,10.750000,10.070000,10.710000,10.096761,8290100
2012-05-22,10.750000,10.970000,10.530000,10.620000,10.011914,6227400
2012-05-23,10.500000,11.000000,10.280000,11.000000,10.370155,7233000
2012-05-24,11.190000,12.230000,11.130000,12.160000,11.463735,17085400
2012-05-25,12.160000,12.400000,11.960000,12.300000,11.595718,8341300
2012-05-29,12.410000,12.670000,12.220000,12.620000,11.897397,7147600
2012-05-30,12.600000,12.850000,12.460000,12.690000,11.963389,8895400
2012-05-31,12.760000,13.360000,12.510000,13.220000,12.463041,9914700
2012-06-01,13.010000,13.050000,12.340000,12.640000,11.916250,11998500
2012-06-04,12.630000,12.630000,11.120000,11.180000,10.539850,13603800
2012-06-05,11.280000,11.740000,11.180000,11.620000,10.954656,5680300
2012-06-06,11.820000,11.890000,11.580000,11.780000,11.105494,5216300
2012-06-07,11.820000,12.170000,11.280000,11.280000,10.634124,8513300
2012-06-08,11.340000,12.230000,11.180000,12.150000,11.454306,9863800
2012-06-11,12.220000,12.420000,11.350000,11.360000,10.709543,7708500
2012-06-12,11.490000,11.870000,11.330000,11.430000,10.775536,7488200
2012-06-13,11.580000,12.530000,11.500000,11.970000,11.284616,12150700
2012-06-14,12.060000,12.550000,12.050000,12.480000,11.765411,8775200
2012-06-15,12.390000,12.550000,11.900000,12.030000,11.341178,7497600
2012-06-18,12.030000,12.520000,11.830000,12.500000,11.784268,7784900
2012-06-19,12.500000,12.780000,12.240000,12.700000,11.972815,11647400
2012-06-20,12.650000,13.110000,12.450000,13.030000,12.283921,8589200
2012-06-21,13.200000,13.780000,13.200000,13.470000,12.698730,13129800
2012-06-22,13.260000,13.750000,12.840000,13.170000,12.415906,14666900
2012-06-25,13.000000,13.050000,12.570000,12.650000,11.925678,5882000
2012-06-26,12.830000,13.200000,12.780000,12.880000,12.142513,8187700
2012-06-27,12.790000,13.330000,12.620000,13.310000,12.547888,7264900
2012-06-28,13.130000,13.440000,12.780000,13.400000,12.632734,9192300
2012-06-29,13.510000,13.800000,13.210000,13.330000,12.566745,9455200
2012-07-02,13.430000,13.810000,13.340000,13.550000,12.774147,10702300
2012-07-03,13.490000,13.540000,13.020000,13.210000,12.453614,8305000
2012-07-05,13.250000,13.570000,12.880000,13.470000,12.698730,8573800
2012-07-06,13.310000,14.090000,13.310000,13.870000,13.075823,11326900
2012-07-09,13.820000,13.880000,13.270000,13.490000,12.717584,7933800
2012-07-10,13.550000,13.960000,13.360000,13.910000,13.113534,11868900
2012-07-11,13.860000,14.420000,13.850000,14.120000,13.311510,9101100
2012-07-12,13.980000,14.250000,13.700000,13.970000,13.170098,8067800
2012-07-13,14.060000,14.510000,14.060000,14.450000,13.622613,6694600
2012-07-16,14.400000,14.500000,13.990000,14.090000,13.283226,9171500
